857074347175.671,211009986045.331,28939898087.9946,100173158959.383,48484507269.2498
1202989572465.58,219179858685.919,46362643348.256,103580008370.265,48936962856.3068
1589734217687.26,209624418469.043,98060204568.1529,106265141429.805,54916489158.9858
1995277967774.98,234087405523.755,136096282556.232,107451956029.305,60840540763.2339
2296431287701.97,261313654558.641,165289409509.424,110439926831.624,65829063469.382
